order_var,value,url,scrape_date
1,Channing Tatum and Zoe Kravitz engaged - US media,,2023-11-01 06:42:16
2,Bolivia severs diplomatic ties with Israel,,2023-11-01 06:42:16
3,What China wants from Israel-Hamas war,,2023-11-01 06:42:16
4,"WeWork plans to file for bankruptcy, reports say",,2023-11-01 06:42:16
5,Cornell student held over threats to Jewish classmates,,2023-11-01 06:42:16
6,"In one blast, Khalil Khader lost all his children",,2023-11-01 06:42:16
7,'Moronic': Vicious Covid WhatsApps reveal No 10 battles,,2023-11-01 06:42:16
8,Kourtney Kardashian’s partner reveals baby's name,,2023-11-01 06:42:16
9,Strikes on south Gaza: BBC verifies attacks in areas of ‘safety’,,2023-11-01 06:42:16
10,Why Trump's children are testifying in fraud case,,2023-11-01 06:42:16
