order_var,value,url,scrape_date
1,Russian TikTok star collapses after draft notice,,2023-11-08 19:35:26
2,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',,2023-11-08 19:35:26
3,Hezbollah warns of regional war if Gaza bombing goes on,,2023-11-08 19:35:26
4,Man crushed to death by robot in South Korea,,2023-11-08 19:35:26
5,Star of David graffiti - the Russian connection,,2023-11-08 19:35:26
6,Farmer survives crocodile attack by biting back,,2023-11-08 19:35:26
7,Ivanka Trump is pulled back into her father's orbit,,2023-11-08 19:35:26
8,Fury in Spain at Socialists' amnesty plan for power,,2023-11-08 19:35:26
9,Vorderman leaves BBC show over anti-government posts,,2023-11-08 19:35:26
10,How WeWork’s founder flew too close to the Sun,,2023-11-08 19:35:26
