order_var,value,url,scrape_date
1,How two 4-year-olds were killed and social media denied it,,2023-10-26 09:04:32
2,At least 16 feared dead in Maine mass shooting,,2023-10-26 09:04:32
3,"Artist pulps 6,000 copies of The Da Vinci Code",,2023-10-26 09:04:32
4,Fireworks in court as Trump team calls Cohen a liar,,2023-10-26 09:04:32
5,Jailbreak king gets more jail time for bold escape,,2023-10-26 09:04:32
6,US will defend Philippines if China attacks: Biden,,2023-10-26 09:04:32
7,"'Helicopters, sirens. It's crazy' - Lewiston resident",,2023-10-26 09:04:32
8,Russia says it rehearsed 'massive' nuclear strike,,2023-10-26 09:04:32
9,Cruise firm pays thousands over Covid 'negligence',,2023-10-26 09:04:32
10,EU leaders to discuss humanitarian pauses in Gaza,,2023-10-26 09:04:32
