order_var,value,url,scrape_date
1,Russian TikTok star collapses after draft notice,,2023-11-08 18:50:19
2,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',,2023-11-08 18:50:19
3,Hezbollah warns of regional war if Gaza bombing goes on,,2023-11-08 18:50:19
4,Man crushed to death by robot in South Korea,,2023-11-08 18:50:19
5,Star of David graffiti - the Russian connection,,2023-11-08 18:50:19
6,Farmer survives crocodile attack by biting back,,2023-11-08 18:50:19
7,Fury in Spain at Socialists' amnesty plan for power,,2023-11-08 18:50:19
8,Ivanka Trump is pulled back into her father's orbit,,2023-11-08 18:50:19
9,Vorderman leaves BBC show over anti-government posts,,2023-11-08 18:50:19
10,Hamburg alert after armed youths 'threaten teacher',,2023-11-08 18:50:19
