order_var,value,url,scrape_date
1,Hamas leader denies killing of civilians in Israel,,2023-11-07 00:38:44
2,How Trump's bombastic testimony unfolded,,2023-11-07 00:38:44
3,Trump clashes repeatedly with judge in NY testimony,,2023-11-07 00:38:44
4,Bumble founder steps down as boss of dating app,,2023-11-07 00:38:44
5,The US is quietly arming Taiwan to the teeth,,2023-11-07 00:38:44
6,Hungary museum head sacked over LGBT content,,2023-11-07 00:38:44
7,Barbra Streisand: I haven't had much fun in my life,,2023-11-07 00:38:44
8,Current Polish PM to try to form new government,,2023-11-07 00:38:44
9,Four charged over Blenheim Palace gold toilet theft,,2023-11-07 00:38:44
10,Italy to build migrant centres in Albania,,2023-11-07 00:38:44
