order,value,url,scrape_date
1,Ukraine uses US long-range missiles for the first time,,2023-10-18 02:17:43
2,House in disarray as resistance hardens to Jordan,,2023-10-18 02:17:43
3,Exonerated man shot and killed in traffic stop,,2023-10-18 02:17:43
4,Police shoot dead Brussels attacker who killed Swedes,,2023-10-18 02:17:43
5,Britney Spears says in memoir she had abortion,,2023-10-18 02:17:43
6,Why Egypt is reluctant to open crossing with Gaza,,2023-10-18 02:17:43
7,'Grab the children and leave': BBC reporter flees Israel bomb warning,,2023-10-18 02:17:43
8,Ex-wife of IS 'Beatle' speaks out for first time,,2023-10-18 02:17:43
9,Sweden investigating damage to Baltic undersea cable,,2023-10-18 02:17:43
10,Alec Baldwin could face new charge in Rust shooting,,2023-10-18 02:17:43
